0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,Samcore Glass Ltd.,96,,,15,,,36,,,25,,
,,FireStation Nagar Nigam Shrinathpuram,68,,,14,,,36,,,28,,
,,"RajasthanTechnical
University,Rawatbhata",67,,,14,,,43,,,28,,
,,"Sewage Treatment Plant, Balita, Kota",68,,,15,,,48,,,29,,
,Udaipur,Ambamata,101,,,17,,,42,,,26,,
,,Town Hall,105,,,16,,,54,,,35,,
,,"Regional Office,MIA",106,,,27,,,49,,,39,,
Sikkim,Chungthang,Chungthang,55,,,2,,,10,,,5,,
,Gangtok,"Metro Point Hospital Complex, Forest
Secretariate Deorali",64,,,1,,,9,,,4,,
,Mangan,Mangan Police Station,61,,,5,,,6,,,5,,
,Namchi,Namchi,60,,,5,,,5,,,5,,
,Pelling,The Pelling Girls Hostel,64,,,1,,,9,,,3,,
,Rangpo,Rangpo Fire Station,90,,,1,,,12,,,5,,
,Ravangla,Ravangla Range Office,63,,,1,,,5,,,4,,
,Singtam,Police Station Building,90,,,1,,,8,,,4,,
Tamilnadu,Chennai,"Govt. High School, Manali",92,,,12,,,21,,,16,,
,,Kathivakkam,99,,,11,,,19,,,15,,
,,Thiruvottiyur,94,,,12,,,19,,,15,,
,,Madras Medical College,92,,,5,,,78,,,21,,
,,"NEERI, CSIR CampusTaramani",90,,,5,,,126,,,19,,
,,Thiruvottiyur Municipal Office,90,,,5,,,153,,,24,,
,,Adiyar,92,,,8,,,17,,,13,,
,,Kilpauk,98,,,14,,,25,,,17,,
,,Thiyagaraya Nagar,84,,,13,,,28,,,18,,
State,City,Location,,No. of monitoring,,,NO2 concentration in µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,,Anna Nagar,91,,,9,,,20,,,16,,
,Coimbatore,"Poniarajapuram, On the top of DEL",95,,,12,,,80,,,25,,
,,G.D.Matric Hr.Sec.School,97,,,14,,,38,,,25,,
,,"SIDCO Office, Coimbatore/ Kurichi",96,,,11,,,43,,,27,,
,Cuddalore,Eachangadu Village,101,,,12,,,22,,,17,,
,,SIPCOT (Project Office),99,,,11,,,21,,,17,,
,,"DEE Office, Cuddalore",102,,,13,,,31,,,18,,
,Madurai,Highway (Project -I) Building,95,,,13,,,24,,,17,,
,,Fenner (I) Ltd. Kochadai,94,,,19,,,44,,,24,,
,,"Kunnathur Chatram Avvai Girls HS
School",97,,,18,,,37,,,27,,
,Mettur,Raman Nagar,109,,,15,,,33,,,20,,
,,SIDCO,107,,,15,,,58,,,24,,
,Salem,Sowdeswari College Building,140,,,20,,,43,,,25,,
,Trichy,Gandhi Market,97,,,17,,,25,,,21,,
,,Main Guard Gate,95,,,16,,,27,,,21,,
,,Bishop Heber College,96,,,12,,,36,,,17,,
,,Golden Rock,93,,,12,,,21,,,18,,
,,Central Bus Stand,96,,,14,,,25,,,21,,
,Tuticorin,"Fisheries College, Tuticorin Sipcot",98,,,7,,,30,,,13,,
,,Raja Agencies,97,,,6,,,29,,,14,,
,,AVM Jewellery Building,100,,,9,,,19,,,13,,
Telangana,Adilabad,"Building of SCCL Manadamarri Club
Mandamarri, Adilabad",91,,,17,,,23,,,20,,
,Hyderabad,Balanagar,107,,,20,,,77,,,37,,
,,"Tarnaka, NEERI Lab. IICT Campus",89,,,5,,,36,,,14,,
,,"Nacharam, Industrial Estate",90,,,5,,,40,,,14,,
,,ABIDS Circle General Post Office,85,,,5,,,45,,,19,,
,,"Uppal, Modern Foods & Industries IDA",108,,,18,,,69,,,34,,
,,Jublee Hills,107,,,11,,,53,,,28,,
,,Paradise,98,,,22,,,71,,,39,,
,,Charminar,99,,,19,,,45,,,29,,
,,Zoo Park,94,,,10,,,112,,,41,,
,,"Jeedimetla Industrial Estate,
Rangareddy Distt.",107,,,18,,,63,,,31,,
,Karimnagar,"On the terrace of the DIC building,
Karimnagar",87,,,14,,,71,,,25,,
,Khammam,Station Name: CER Club Khamam,78,,,15,,,35,,,25,,
,,Jalasoudha building,95,,,11,,,33,,,24,,
,Kothur,Mehaboobnagar,92,,,12,,,46,,,29,,
,Nalgonda,AP PCB Nalgonda,87,,,21,,,26,,,23,,
,,"M/s. Srini Pharmaceuticals pvt.
Ltd.Choutuppal (V & M)",84,,,20,,,29,,,25,,
,Nizamabad,"subashnagar,nizamabad dist",87,,,18,,,22,,,21,,
,Patencheru,"Police Station, Medak,
Ramachadrapuram",104,,,21,,,27,,,24,,
,Ramagundam,"Godavarikhani, Ramagundam,
Karimnagar",80,,,11,,,42,,,26,,
,Sangareddy,Pashamylaram/Municipal Office,98,,,21,,,104,,,45,,
,,"Regional office Building of
SANGAREDDY",96,,,20,,,25,,,22,,
,,"M/s. Mylan Industries, Gaddapothara",97,,,19,,,26,,,23,,
,Warangal,"KUDA Office, Hanumakonda",93,,,12,,,29,,,24,,
,,"Mee-Seva Building ,Municipal Complex",97,,,12,,,51,,,26,,
Tripura,Agartala,"SPCB, Pavivesh Bhawan, Pandit Nehru
Complex, Gorkhabasti, Kunjaban",69,,,6,,,30,,,14,,
,,"Bordowali Bipani Bitan, Agartala MC,
Bordowali, Near Nagerjala",69,,,6,,,48,,,20,,
Uttar Pradesh,Agra,"Regional Office, Bodla",89,,,6,,,31,,,13,,
,,Nunhai,97,,,10,,,40,,,17,,
,,Taj Mahal,245,,,5,,,57,,,16,,
,,DIC Nunhai,84,,,5,,,52,,,24,,
,,Etmad-uddaulah,81,,,5,,,52,,,22,,
,,Rambagh,75,,,5,,,53,,,23,,
,Allahabad,Square crossing circle of Laxmi Talkies,106,,,11,,,84,,,34,,
,,Bharat Yantra Nigam Ltd,99,,,7,,,60,,,24,,
State,City,Location,,No. of monitoring,,,NO2 concentration in µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,,Alopibagh/Sewage Pumping Stations,113,,,22,,,93,,,48,,
,,Jhonstonganj/co-operative Bank,115,,,20,,,98,,,53,,
,,Rambagh/Parag Dairy,112,,,16,,,79,,,43,,
,Anpara,"Anpara Colony, Sonabhadra",81,,,23,,,40,,,32,,
,,"Renusagar Colony, Sonabhadra",81,,,20,,,38,,,31,,
,Bareily,IVRI Izatnaga,53,,,18,,,26,,,21,,
,,"Indian oetrol pump, Civil Line",51,,,20,,,31,,,22,,
,Firozabad,"Center for Development of Glass
Industry",62,,,28,,,39,,,32,,
,,Tilak Nagar,61,,,0,,,36,,,31,,
,,Raza ka Tal,61,,,27,,,37,,,33,,
,Gajraula,"Raunaq Auto Ltd, J.P. Nagar",96,,,10,,,50,,,32,,
,,"Indira Chowk, J.P. Nagar",95,,,12,,,58,,,39,,
,Ghaziabad,"Atlas Cycles Industries, Sahibabad Ind.
area",69,,,14,,,56,,,35,,
,,Bulandshaar Road Industrial Area,54,,,16,,,56,,,33,,
,Gorakpur,"M. M.M. Engineering College,
Gorakhpur",50,,,18,,,21,,,19,,
,,"India Glycol Ltd. Gida, Gorakhpur",50,,,51,,,56,,,54,,
,,"Jalkal, Muncipal Corporation, Golghar",50,,,40,,,47,,,44,,
,Jhansi,Manik Chawk / Jal chauraha,103,,,15,,,34,,,20,,
,,Veeranga Nagar,103,,,13,,,31,,,18,,
,Kanpur,"Forest & Training Centre, Kidwai Nagar",61,,,40,,,56,,,52,,
,,"Chamber Of Commerce Darshanpurwa/
Deputy ka Parao",90,,,43,,,64,,,51,,
,,"Associated Chem Pvt Ltd, Fazalganj,
Panki, Site-5",78,,,42,,,70,,,51,,
,,Dabauli / Shastri NGR,78,,,38,,,61,,,49,,
,,Jajmau / Awas Vikas,85,,,40,,,64,,,52,,
,,"I.I.T. Campus, Kanpur",98,,,8,,,26,,,17,,
,,"Dada Nagar, Kanpur",92,,,24,,,105,,,47,,
,,"Ramadevi, Kanpur",69,,,25,,,80,,,42,,
,Khurja,"Central Glass & Ceramic Research
Institute",94,,,18,,,26,,,22,,
,,Ahirpara,96,,,19,,,24,,,21,,
,Lucknow,Mahanagar,53,,,15,,,44,,,26,,
,,"Chandganj Garden, Aliganj",69,,,17,,,35,,,25,,
,,"Kapoor Hotel, Hazratganj",64,,,16,,,50,,,27,,
,,Talkatora,54,,,13,,,68,,,28,,
,,Aminabad / S.M.K Chowk,77,,,15,,,39,,,27,,
,,Nagar Nigam,70,,,16,,,37,,,26,,
,,"Ansal Technical Institute Campus, Ansal
API",56,,,15,,,31,,,24,,
,,Vikas Khand,74,,,7,,,82,,,25,,
,Mathura,"RO. UPPCB, 65 Baldevpuri, Maholi Road",35,,,18,,,31,,,24,,
,,"CETP, Industrial Area, Mathura",35,,,19,,,36,,,26,,
,Meerut,Begum Bridge,54,,,53,,,74,,,63,,
,,Thana Railway Road / Kesarganj,54,,,32,,,69,,,40,,
,Moradabad,"Hindu College, Station Road",85,,,12,,,56,,,42,,
,,"Central Police Hospital, Civil Lines",87,,,10,,,41,,,28,,
,Noida,"UP PPCB, E-12/1, Sector - 1",89,,,16,,,63,,,39,,
,,Gee-Pee Electroplating and Eng. Work,85,,,19,,,81,,,37,,
,Raebareli,"Town Hall Colony, Ahmad Nagar, Gulab
Road",74,,,13,,,41,,,16,,
,,"Khoya mandi Tiraha Lucknow Road
Raebareli",74,,,17,,,21,,,19,,
,,Amawan Road Ind. Area Raebareli,75,,,15,,,18,,,17,,
,Saharanpur,"SRE-A, IIT Roorkee, Saharanpur Campus",64,,,24,,,32,,,28,,
,,"UPCL S.E. Office, Near Clock Tower",64,,,26,,,35,,,30,,
,Unnao,"H. No. 5, Krishna Nagar",95,,,19,,,31,,,28,,
,,"IIA Building, Industrial Area, Site 10",94,,,27,,,76,,,30,,
,Varanasi,"Regional Office, Jawahar Nagar",95,,,9,,,105,,,40,,
,,Sigra,83,,,9,,,104,,,40,,
,,Saket Nagar,62,,,23,,,50,,,35,,
,,BHU,62,,,17,,,48,,,31,,
,,Chandpur,60,,,28,,,58,,,42,,
State,City,Location,,No. of monitoring,,,NO2 concentration in µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
Uttarakhand,Dehradun,"Raipur Road, Near parag Diary",33,,,27,,,32,,,29,,
,,"Clock Tower, PWD Guest House",38,,,26,,,32,,,28,,
,,Himalaya Drug Co. Near ISBT,31,,,27,,,32,,,30,,
,Haridwar,"SIDCUL, Haridwar",71,,,22,,,30,,,26,,
,Rishikesh,Nagar Palika Parishad,69,,,20,,,30,,,27,,
,Bankura,Bankura Municipility,104,,,14,,,28,,,20,,
,Bolpur,Bolpur Municipility,104,,,13,,,27,,,20,,
,Rampurhat,Rampurhat Municipility,104,,,12,,,28,,,20,,
,Suri,Suri Municipility,104,,,13,,,28,,,20,,
,Coochbehar,ABM Seal College,104,,,13,,,23,,,17,,
,,"Uttarbanga Krishi Visvavidyalaya,
Pundibari",103,,,13,,,21,,,17,,
,Balurghat,Balurghar College,104,,,13,,,109,,,23,,
,Darjeeling,Bose Institute Campus,54,,,13,,,19,,,15,,
,Siliguri,Siliguri,103,,,14,,,22,,,18,,
,Chinsura,"Chinsura Municipility, Pipulpati Auto
Stand",104,,,23,,,64,,,40,,
,Dankuni,"Krishnanagar Municipility, Dankuni",104,,,20,,,67,,,37,,
,Rishra,Rishra Municipility,104,,,23,,,68,,,38,,
,Tribeni,Tribeni Health Center,104,,,20,,,61,,,36,,
,Howrah,Howrah Municipal Corporation,104,,,40,,,136,,,74,,
,,"Naskarpara Pump House, Ghuseri",104,,,27,,,84,,,50,,
,,"CDS & Health Centre, Bator",104,,,31,,,98,,,59,,
,,"Howrah Municipality School,
Bandhaghat",104,,,40,,,129,,,70,,
,Sankrail,Bharat Co-op Housing Society,104,,,21,,,72,,,35,,
,,"Bagan Police Station, Bagan",104,,,22,,,67,,,38,,
,,Dhulagar Gram Pachayat,104,,,24,,,62,,,38,,
,,"P Mukherjee's House, Near SBI Amta",104,,,17,,,47,,,29,,
,Uluberia,"ESI hospital nursing building, 3rd floor,
Near Sahib Mandir",104,,,21,,,62,,,36,,
,Jalpaiguri,Raninagar Jalpaigur,103,,,13,,,22,,,17,,
,Kolkata,"Salt Lake, Rooftop of CK Market",106,,,21,,,59,,,33,,
,,"KMC office Building, Moulali",108,,,25,,,81,,,44,,
,,"Minto Park, Inside Park AJC Bose Road",104,,,21,,,75,,,39,,
,,"Dunlop Bridge, National Sample Survey",104,,,24,,,91,,,46,,
,,"Behala Chowrasta, Traffic Guard
Building",104,,,23,,,79,,,41,,
,,"Upanagari Sporting Club, Baishnabghata",104,,,20,,,62,,,33,,
,,"Cossipore Police Station, B.T. Road",97,,,5,,,171,,,67,,
,,"Dalhousie Square, Lal Bazzar Police
Headqtr.",96,,,5,,,152,,,61,,
,,Kasba,94,,,5,,,128,,,39,,
,,"Infectious Diseases & BG Hospital,
Beliaghata",108,,,21,,,75,,,35,,
,,"CESC Building, Mandeville Gardens,
Gariahat",104,,,21,,,68,,,37,,
,,"Administrative Building, Hyde Road",104,,,28,,,79,,,46,,
,,"KMC Drainage, Pumping Station, 9
Mominpur Road, Mominpur",104,,,20,,,65,,,34,,
,,Paribesh Bhawan,107,,,21,,,72,,,38,,
,,"Milan Tirtha Club, Picnic Garden",105,,,20,,,63,,,33,,
,,"Public Health Engineering Office
Building, Rajarhar",108,,,19,,,50,,,28,,
,,"Tennis Club Biulding, 45-46 Canal West
Road, Fariapukur, Shyambazar",104,,,26,,,85,,,43,,
,,"Elite India Rubber Products Pvt.Ltd.,
Topsia",104,,,24,,,87,,,43,,
,,"Maniktala Fire Station Building, 17,
Bagmari Lane, Ultadanga",108,,,23,,,76,,,42,,
,Malda,"WBPCB Office, Paribesh Bhaban, Vill.
Abhirampur",102,,,14,,,24,,,18,,
,Baharampur,Md. Mozzammal Hossain's House,104,,,40,,,60,,,48,,
,Kalyani,"College of Medicine & JNM Hospital,
Kalyani Industrial Area",104,,,25,,,70,,,46,,
,Ranaghat,"Ranaghat Municipility, 11 school lane",104,,,32,,,64,,,46,,
State,City,Location,,No. of monitoring,,,NO2 concentration in µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,Krishnanagar,"Krishnanagar Municipility, TN Thakur
Road",104,,,32,,,62,,,46,,
,Barasat,"Barasat Municipility, 73 Rishi Bankim
Chandra Road",104,,,21,,,71,,,47,,
,Barrackpore,Barrackpore Municiaplity,104,,,26,,,59,,,47,,
,,Dum Dum Telephone Exchange,104,,,34,,,65,,,45,,
,,Khardah Municipality,104,,,22,,,68,,,48,,
,Asansol,Asansol Municipal Corporation,104,,,16,,,49,,,37,,
,,"Kangsabati Spinning Mill, Barjora",104,,,16,,,47,,,37,,
,,"Burnpur Town Department, Burnpur",104,,,18,,,48,,,37,,
,Durgapur,"DMC Water Works, Angadpur",104,,,16,,,48,,,37,,
,,"Kwality Hotel, Bhiringi More, Benachiti",104,,,16,,,48,,,37,,
,,"Bidhannagar, PCBL Club, Muchipara",103,,,21,,,46,,,31,,
,,"Dew India Limited, PCBL More,
Durgapur",104,,,17,,,49,,,37,,
,Ghatal,"Annapurna Hotel, Ghatal-Panskura Bus
Stand",104,,,31,,,60,,,38,,
,Kharagpur,"AMD Building, TATA Bearing",104,,,34,,,52,,,41,,
,Medinipur,Vidyasagar University,104,,,32,,,46,,,37,,
,Haldia,"Debhog Milan Viyapith, Bhabanipur",104,,,32,,,47,,,38,,
,,"Bhunia Raichak, Driver's Hut, Bhunia",104,,,33,,,60,,,42,,
,,"Supermarket Building, Durgachak",104,,,32,,,57,,,40,,
,,WBIIDC Ruchi Soya Ind. Durgachak,104,,,33,,,55,,,40,,
,Tamluk,"HP Gas Service Station, Maniktala",104,,,33,,,56,,,41,,
,Purulia,Purulia Municipility,104,,,13,,,28,,,20,,
,South Suburban,"Bauipur Police Station, Baruipur",104,,,19,,,58,,,32,,
,,"P Roy Industrial Training Institute,
Amtala",105,,,21,,,60,,,32,,
,,Tollygunge (KOLKATA DISTRICT),105,,,20,,,63,,,35,,
,Raigun,Raigunj College,103,,,14,,,21,,,17,,
,Raniganj,Raniganj Municipality,104,,,17,,,47,,,37,,
,,"Mangalpur, SKS School Mangalpur",104,,,15,,,48,,,37,,
,,Jamuria Municipality,103,,,18,,,47,,,37,,
,,Bardhaman Town,102,,,14,,,55,,,24,,
State,City,Location,,No. of monitoring,,,PM10 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
"Andhra
Pradesh",Anantapur,Kamala Nagar,111,,,28,,,184,,,78,,
,Chitoor,GNC Toll Gate Tirumala,103,,,21,,,124,,,68,,
,,"Near M/s.Nutrine Confectionery,
Palamaner Road",111,,,38,,,89,,,69,,
,Eluru,At Ashram Diagnostic Centre,112,,,48,,,100,,,74,,
,Guntur,"Near Hindu College, Market Road",113,,,46,,,87,,,69,,
,Kadapa,"Near ICL, Yerraguntla, YSR",111,,,51,,,119,,,74,,
,Kakinada,Office Building Ramanayyapeta,107,,,41,,,209,,,66,,
,Kurnool,"Mourya Inn, Krishna Nagar",112,,,26,,,226,,,82,,
,Nellore,"Venkatareddy nagar, Vedayapalem",112,,,58,,,102,,,65,,
,Prakasam,"Near Court Center, Ongole",110,,,59,,,98,,,65,,
,Rajahmundry,Staff Clud Building,103,,,38,,,144,,,65,,
,Srikakulam,"SAMKRG Pistons Quarters Bulding,Near
IDA,Pydibhimavaram",111,,,43,,,232,,,70,,
,Tirupati,"Regional Science Centre, Chittoor Bypass",107,,,35,,,105,,,63,,
,Vijaywada,Benz Circle,108,,,65,,,119,,,94,,
,,Autonagar,109,,,69,,,134,,,104,,
,,Police Control Room,110,,,71,,,131,,,100,,
,"Vishakhapatna
m","Industrial Estate, Marripalem",108,,,33,,,121,,,69,,
,,"Panchayat Raj office, Mindi",109,,,32,,,184,,,71,,
,,Police Barracks,110,,,35,,,191,,,88,,
,,"INS-Virabahu, Naval Area",108,,,34,,,151,,,68,,
,,Seethammadhara,109,,,25,,,291,,,68,,
,,Ganapuram Area,109,,,33,,,272,,,84,,
,,"Pedagantyada, Gajuwada",112,,,32,,,175,,,71,,
,,"CWMP, RAMKY, Parawada",111,,,31,,,145,,,67,,
,Vizianagaram,"APIIC Building at IDA Bobbili Growth
Center,Vizianagaram",107,,,35,,,112,,,72,,
,Itnagar,PPC's Office compound itanagar,47,,,4,,,190,,,63,,
,Naharlagun,APSPCB Office compound,49,,,7,,,183,,,76,,
Assam,Bongaigaon,"Oil India Ltd. PS-6, Chirang",90,,,42,,,129,,,61,,
,,Barpara Office Building,89,,,43,,,96,,,57,,
,Daranga,"BATAD, Baska",84,,,21,,,170,,,69,,
,Dibrugarh,Dibrugarh Office Building,92,,,21,,,116,,,58,,
,Golaghat,Golaghat Office Building,90,,,19,,,121,,,56,,
,Guwahati,"Head Office, Bamunimaidam",139,,,46,,,271,,,116,,
,,"Boragaon, IASST, Kamrup",128,,,28,,,276,,,99,,
,,"Guwahati University, Kamrup",128,,,30,,,223,,,94,,
,,"ITI Building, Gopinath Nagar",137,,,38,,,345,,,123,,
,,"Khanapara, Central Dairy, Kamrup",142,,,32,,,305,,,101,,
,,"Near Pragjyotish College, Santipur",137,,,37,,,235,,,101,,
,Lakhimpur,"Bazar Patti, North Lakhimpur Town",92,,,16,,,165,,,62,,
,Margherita,Coal India Office,80,,,21,,,134,,,60,,
,Nagaon,"Water Resources Div., Christian Patty",82,,,19,,,250,,,75,,
,Nalbari,PWD Rural Div Office Complex,94,,,34,,,329,,,95,,
,Sibsagar,Sibasagar Office Building,96,,,28,,,234,,,70,,
,,"Usha Lodge, near ONGCL Colony",97,,,48,,,302,,,92,,
,Silchar,Janiganj Govt. Boys HS School campus,84,,,36,,,59,,,50,,
,,"RLO, Ithkola Market, Ghaniwala Road",84,,,34,,,60,,,48,,
,Tezpur,Tezpur Office Building,100,,,33,,,325,,,108,,
,Tinsukia,"Digboi Carbon factory Campus, Borguri",93,,,23,,,220,,,68,,
,,"Shreepuria, Borguri",91,,,15,,,177,,,71,,
,,Shivdham,91,,,26,,,167,,,72,,
Bihar,Begusarai,Begusarai,104,,,95,,,179,,,126,,
,Bodhgaya,"Godam Road, Raja Market",95,,,23,,,123,,,77,,
,Darbhanga,"Ashok Hotel,Kadirabad chowk",104,,,29,,,153,,,72,,
,Muzaffarpur,"BSPCB Regional Office, Bela Industrial
Area",103,,,30,,,444,,,167,,
,Patna,"Beltron Bhawan, Shastri Nagar",75,,,20,,,270,,,117,,
,,"Gandhi Maidan, Auto Exhaust Test Centre",76,,,39,,,534,,,196,,
,Rajgir,"Sujkund, Near Samuraji hotel",103,,,27,,,151,,,84,,
,Sasaram,"Takia,Ward no.2, Rhotas",113,,,28,,,139,,,87,,
Chandigarh,Chandigarh,"Modern Foods, Industrial Area",140,,,24,,,357,,,121,,
State,City,Location,,No. of monitoring,,,PM10 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,,Sector-17 C,144,,,16,,,350,,,103,,
,,"Punjab Engineering College, Sector- 12",139,,,17,,,330,,,98,,
,,"Sector-39, IMTECH",146,,,19,,,352,,,114,,
,,Kaimbwala Village,140,,,19,,,381,,,108,,
,Bhillai,"Visak Hostel, Sector-4",42,,,60,,,103,,,88,,
,,"R.O., 5/32 Banglow Office Building",40,,,58,,,81,,,70,,
,,M.P. Laghu Udyog Nigam,36,,,99,,,176,,,134,,
,Bilaspur,"Regional Office, CECB Vyapar Vihar",95,,,44,,,94,,,75,,
,Korba,"HIG 21,22.Near Ghantaghar, MP
Extension",66,,,42,,,80,,,63,,
,,"Pragati Nagar NTPC Colony, Jamnipali",74,,,33,,,83,,,53,,
,Raigarh,"Regional Office, ECB, Raigarh",13,,,61,,,91,,,70,,
,,"Jindal Industrial Area,Punjipathra, Raigarh",11,,,85,,,94,,,89,,
,Raipur,"New HIG-9, Hirapur",58,,,24,,,199,,,105,,
,,M/S Wool Worth India Pvt. Ltd. Sarora,57,,,22,,,221,,,101,,
"Dadra &
Nagar
Haveli",Silvassa,"Khadoli Industrial Area, Khadoli",95,,,80,,,139,,,113,,
,,"Chetan Guest House, Near Post Office",95,,,84,,,139,,,109,,
,,"M/s. Baldevi, Dandul Faliya",95,,,75,,,137,,,106,,
"Daman &
Diu",Daman,"Kadaiya Industrial Area, Kadaiya",95,,,73,,,140,,,106,,
,,"Mashal Chawk, Nani Daman",94,,,76,,,137,,,107,,
,,"Makat Faliya/ Ambavadi Moti
Daman",95,,,69,,,142,,,105,,
Delhi,Delhi,"N.Y. School, Sarojini Nagar, Delhi",96,,,33,,,794,,,152,,
,,Janakpuri,92,,,67,,,738,,,292,,
,,"Mayapuri Industrial Area, Delhi",92,,,42,,,873,,,257,,
,,Nizamuddin,89,,,70,,,610,,,240,,
,,Pritampura,93,,,37,,,735,,,199,,
,,Shahadra,102,,,82,,,695,,,289,,
,,Shahzada Bagh,90,,,68,,,1141,,,292,,
,,Siri Fort,90,,,39,,,814,,,252,,
,,"Town Hall, Ayurvedic Dispensary, Chandni
Chowk, Delhi",96,,,33,,,563,,,191,,
Goa,Amona,"Amona, Bicholim",105,,,29,,,150,,,67,,
,Assanora,"Assanora Junction, Bardez",105,,,24,,,98,,,52,,
,Bicholim,Bicholim,105,,,23,,,132,,,62,,
,Codli,"Codli Tisk, Ponda, Sanguem",105,,,15,,,168,,,66,,
,Cuncolim,Cuncolim,104,,,51,,,128,,,84,,
,Curchorem,"Curchorem, Sanvordem, Quepem",104,,,35,,,81,,,58,,
,Honda,"Honda Junction, Sattari",105,,,26,,,273,,,86,,
,Kundaim,Kundaim Industrial Estate,105,,,24,,,122,,,56,,
,Mapusa,Mapusa town,41,,,15,,,177,,,87,,
,Margao,Margao Town,105,,,25,,,117,,,58,,
,Mormugao,"Fire Brigade Station, Port Trust",7,,,58,,,177,,,103,,
,Panaji,"Old GSPCB premises, Patto",88,,,19,,,361,,,105,,
,Ponda,Ponda Town,105,,,25,,,153,,,73,,
,Sanguem,"Near Railway Station at Kalem, Sanguem",103,,,32,,,88,,,59,,
,Tilamol,"Quepem, Tilamol",104,,,38,,,96,,,63,,
,Tuem,Tuem,105,,,25,,,169,,,58,,
,Usgao,"Usgao Plae, Junction, Ponda",105,,,28,,,177,,,74,,
,Vasco,"Fuse Call Office, Mormugao",90,,,13,,,261,,,89,,
Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",90,,,85,,,179,,,116,,
,,Cadilla Bridge Narol,104,,,92,,,446,,,136,,
,,"Bhagavathi Estate, Keval Kanta Road,
Rakhiyal",87,,,88,,,151,,,115,,
,,"Dyno Wash,27 Ilaben Estate",105,,,72,,,486,,,144,,
,,L.D. Engg. College,105,,,91,,,196,,,118,,
,,"Shardaben Hospital, Saraspur",96,,,85,,,152,,,112,,
,,"R.C. Technical High School, Mirzapur",95,,,87,,,157,,,113,,
,,"AZL Behrampura, Ahmadabad",96,,,88,,,148,,,115,,
,,"Sola L.T. Chanakyapuri Pumping Station,",78,,,90,,,157,,,112,,
,Anklesvar,Rallis India Ltd.,104,,,87,,,189,,,109,,
,,"Durga Traders, Bhavanafarm Society",104,,,81,,,143,,,106,,
,Jamnagar,Fisheries Office,99,,,73,,,203,,,104,,
,Rajkot,Nr. Sardhara Industrial Corporation,95,,,80,,,347,,,115,,
,,GPCB Regional Offce,95,,,80,,,203,,,98,,
,Surat,S.V.R. Engg. College,104,,,72,,,128,,,95,,
State,City,Location,,No. of monitoring,,,PM10 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,,"B.R.C. High School, Udhna",104,,,88,,,323,,,120,,
,,Near Air India Office,105,,,78,,,211,,,104,,
,Vadodara,"GPCB Office, Geri Vasahat",100,,,74,,,151,,,96,,
,,"Sterling Gelatin Guest House, Vill-
Karakhadi Padia",102,,,82,,,253,,,111,,
,,Dandia Bazaar,101,,,83,,,248,,,117,,
,,CETP Nandesari,103,,,83,,,292,,,120,,
,,Lubrizol,87,,,78,,,122,,,97,,
,Vapi,"GEB, IIIrd Phase, GIDC",92,,,89,,,175,,,116,,
,,"Vapi Nagar Palika, Vapi",87,,,86,,,148,,,112,,
Haryana,Hissar,Urban Estate - II,43,,,60,,,693,,,220,,
,Yamunanagar,Ballarpur Industries,13,,,34,,,224,,,104,,
"Himachal
Pradesh",Baddi,Industry Department Office Building,60,,,131,,,285,,,196,,
,,AHC barotiwala,58,,,115,,,205,,,150,,
,,Housing Board,145,,,43,,,344,,,171,,
,Damtal,Regional Office,136,,,26,,,125,,,67,,
,,Old Road,123,,,15,,,105,,,58,,
,Dharamshala,Kotwali Bazar Dharamshala,111,,,12,,,72,,,35,,
,,"Daari, Dharamshala",131,,,10,,,64,,,37,,
,Gulaba,Gulaba,17,,,14,,,49,,,28,,
,Kala Amb,Kala Amb Industrial Area,154,,,96,,,241,,,153,,
,,Kala Amb Town/Trilokpur,151,,,48,,,138,,,85,,
,Manali,"Nehru Park, Manali, Kullu",114,,,17,,,88,,,48,,
,,"HPSPCB, Hadimba Road, Manali, Kullu",107,,,13,,,95,,,39,,
,Marhi,Marhi,16,,,11,,,41,,,21,,
,Nalagarh,Municipal Council,122,,,47,,,289,,,147,,
,Paonta Sahib,Paonta Sahib,141,,,18,,,228,,,74,,
,,Gondhpur Industrial Area,128,,,29,,,247,,,94,,
,Parwanoo,"Regional Office, Sector- 4",123,,,14,,,98,,,61,,
,,Asst. Commissioner Building Sector I,128,,,21,,,111,,,69,,
,Shimla,Tekka Bench Ridge,18,,,27,,,71,,,41,,
,,"Bus Stand, Winterfield",237,,,25,,,137,,,59,,
,Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",135,,,20,,,172,,,66,,
,,"Muncipal Council, NH-21, Mandi",122,,,20,,,183,,,79,,
,Una,"Regional Office, Una",135,,,50,,,78,,,61,,
