0,1,2,3,4,5,6,7,8,9,10
,Shimla,Tekka Bench Ridge,10,,,120,,,42,
,,"Bus Stand, Winterfield",8,,,94,,,46,
,Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",5,,,103,,,56,
,,"Muncipal Council, NH-21, Mandi",19,,,70,,,41,
,Una,"Regional Office, Una",21,,,86,,,45,
,,"DIC Building, Mehatpur, Una",35,,,66,,,53,
"Jammu &
Kashmir",Jammu,"Regional Office, Jammu",96,,,264,,,171,
,,"M.A. Stadium, Jewel Chowk",91,,,279,,,162,
,,Bari Brahamana Industrial Area,112,,,279,,,169,
,Pulwama,Khrew,67,,,228,,,128,
,Srinagar,"SPCB Office Campus, Srinagar",31,,,133,,,72,
,,Khonmoh,56,,,395,,,162,
,,"Lasjan, Budgam",55,,,430,,,232,
,Dhanbad,R.O. Dhanbad,59,,,287,,,157,
,,"EMTI, Bastacola",56,,,382,,,190,
,,"CGM Office, Kusunda",58,,,388,,,199,
,Jamshedpur,Bistupur Vehical Testing Centre,53,,,169,,,105,
,,Golmuri Vehicle Testing Centre,61,,,167,,,103,
,Jharia,M.A.D.A.,100,,,509,,,247,
,Ranchi,"Albert Ekka Chowk, Main Road",101,,,111,,,106,
,Saraikela,"RO Building, Adityapur",55,,,255,,,108,
Karnataka,Bagalkote,Bagalkote KSPCB Office Premises,25,,,81,,,42,
,Bangalore,"Graphite India, White Field Road",24,,,158,,,73,
,,"AMCO Batteries, Mysore Road",26,,,130,,,68,
,,"KHB Industrial Area, Yelahanka",29,,,156,,,81,
,,Peenya Industrial Area,29,,,126,,,65,
,,Yeshwanthpura police station,20,,,149,,,65,
,,"Jnanabharathi, Bangalore University",11,,,41,,,26,
,,"TERI office, Vital Medi healthcare Pvt Ltd",16,,,276,,,92,
,Belgaum,Karnataka SPCB Office Building,23,,,182,,,70,
,Bidar,KSPCB Office Premises,14,,,194,,,65,
,Chitradurga,KSPCB Office Premises,15,,,101,,,41,
,Devanagere,"Regional Office building, KSPCB",10,,,76,,,40,
,,"Mothi Theatre, Gandhi Circle, P.B. Road /
Traffic Police Station",44,,,245,,,132,
,,"HPF Intakewell, Kumarapattnam",12,,,61,,,31,
,Gulburga,Government Hospital,8,,,256,,,81,
,Hassan,KSRTC bus stand building,23,,,52,,,36,
,Hubli-Dharwad,"Lakkamanahalli Industrial Area, Dharwad",22,,,76,,,46,
,,"Rani Chennamma Circle, Hubli",27,,,85,,,57,
,Mandya,"KSPCB Building, Bandigowda Badarahe",30,,,45,,,37,
,Mangalore,Baikampady Industrial Area,23,,,82,,,47,
,Mysore,"K.R.Circle, Visvesvaraya Bldg",3,,,66,,,47,
,,KSPCB Bldg. Hebbal Ind. Area,18,,,56,,,30,
,Shimaga,"The VISL, Oxygen Plant, Shimoga",12,,,64,,,34,
,Timukuru,KSPCB Office Premises,30,,,150,,,60,
Kerala,Alappuzha,"District Office, Alissery Road",21,,,70,,,44,
,,District Office Alappuzha,21,,,70,,,44,
,,William Goodacre Power House Bridge,29,,,76,,,55,
,Kochi,"Eloor I, FACT, Ambalamughal",20,,,92,,,43,
,,Eloor II,25,,,99,,,53,
,,Irumpanam,13,,,80,,,35,
,,Ernakulum South,12,,,73,,,34,
,,VYTTILA,10,,,81,,,33,
,,MG Road Bank Ernakulum,11,,,82,,,35,
,,KALAMASSERY / CSIR Complex,12,,,86,,,41,
,,Kuttipadam,22,,,132,,,71,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM10 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,Kollam,"KSPCB, District Office, Kadappakada",40,,,51,,,46,
,,KMML Chavara,27,,,51,,,44,
,Kottayam,Kottayam,23,,,46,,,36,
,,Vadavathoor,23,,,48,,,38,
,Kozhikode,Kozhikode City,11,,,73,,,28,
,,Nallalam,5,,,81,,,31,
,Malapuram,"Kakkanchery, Sijmak oils",9,,,39,,,28,
,Palakkad,SEPR Refractories India Ltd.,7,,,134,,,52,
,Pathanamthitta,"KSPCB, Makkamkunnu",25,,,35,,,32,
,Thiruvalla,Thiruvalla,27,,,37,,,33,
,Thiruvananthapuram,VELI / HiTech Chackai,11,,,57,,,32,
,,PETTAH / Sasthamangalam(plamadou),14,,,53,,,31,
,Thissur,"KSPCB, District Office, Poonkunnam",22,,,43,,,34,
,,Thissur/ Peringandoor,30,,,41,,,35,
,Wayanad,Sulthan Bathery,15,,,29,,,21,
,,Wayanad,12,,,35,,,20,
"Madhya
Pradesh",Amlai,HJI,36,,,89,,,60,
,,OPM,45,,,78,,,61,
,Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",35,,,518,,,164,
,,CETP Govindpura,66,,,355,,,153,
,,"Kolar Thana, Kolar Road, Bhopal",39,,,417,,,188,
,,Arera Colony,26,,,421,,,125,
,Chhindwara,"HIG -33, Front of Geetanali Park Housing
Board Colony, Chadagaon",34,,,88,,,66,
,,"Hindustan Unileaver, Narsinghpur Road,",41,,,87,,,68,
,Dewas,EID Perry (I) Limited,40,,,91,,,69,
,,Dewas Metal Section,40,,,108,,,68,
,,Vikas Nagar,38,,,84,,,62,
,Gwalior,Dindayal Nagar,51,,,287,,,138,
,,Maharaj Bada,31,,,326,,,140,
,Indore,"M.P. Laghu Udyog, Pologround",22,,,120,,,71,
,,"Kothari Market, M.G. Road",21,,,233,,,82,
,,"Telephone Nagar, 26 A, Kanadia Road",22,,,233,,,72,
,Jabalpur,Vijay Nagar,42,,,96,,,69,
,,Udaipur Beverage Racchai,42,,,100,,,84,
,Katni,"HIG-4 Housing Board Colony Jhinjhri, Katni",76,,,277,,,100,
,,"Calderys Works Refactories India Private
Limited, Guest House, Katni",65,,,268,,,99,
,Nagda,Chem. D. Labour Club,26,,,53,,,42,
,,B C I Labour Club,30,,,56,,,43,
,,Grasim Kalyan Kendra,34,,,82,,,58,
,Prithampur,"Vikas Bhavan, Sector-2",40,,,98,,,74,
,,"RCC Over Head Tank No. 1, Sector-3",49,,,96,,,81,
,Sagar,Pt.Deendayal Nagar,13,,,149,,,64,
,,"Katra Bazar, Sagar",8,,,135,,,63,
,Satna,Sub-divisional Office E/M Light Machniery,65,,,152,,,104,
,,"MPPCB,Dharwari GaliNo.5,House No.318",48,,,126,,,85,
,Singrauli,Jayant Township,32,,,310,,,143,
,,"N.T.P.C., Vidyanagar",25,,,315,,,143,
,,Waidhan,33,,,439,,,144,
,Ujjain,District Office,44,,,125,,,87,
,,Regional Office,21,,,146,,,60,
,,Mahakal Temple,53,,,217,,,84,
,,Chamunda Mata Chouraha,30,,,284,,,82,
Maharashtra,Akola,"LRT Commerce College, Civil Lines, Akola",32,,,74,,,52,
,,"MIDC Water Work, Phash-II, MIDC Akola",33,,,74,,,58,
,,"College Of Engineering & Tech, Akola",32,,,77,,,57,
,Ambernath,Ambernath Municipal Council Office,20,,,110,,,57,
,Amravati,"Apurva Oil Industries, A-23, MIDC",35,,,102,,,65,
,,"Elect. Dept., Govt College Engineering",29,,,92,,,57,
,,"Rajkamal Square, Vaneeta Samaj",39,,,103,,,70,
,Aurangabad,S.B.E.S. College,49,,,91,,,74,
,,Collector Ofiice,54,,,105,,,70,
,,"C.A.D.A. Ofiice, Garkheda",50,,,172,,,78,
,Badlapur,BIWA Office,27,,,131,,,64,
,Bhiwandi,"Prematai Hall, Near Dhamankar Naka",23,,,69,,,50,
,,"Fire Brigade Office, I.G.M. Hospital",21,,,69,,,55,
,,"Regional Office, M.P.C. Board, Kalyan",21,,,256,,,54,
,Chandrapur,Grampanchat Ghughus,62,,,406,,,186,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM10 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,,M.I.D.C. Chandrapur,37,,,153,,,98,
,,"Gadchandur Gram Panchayat, Rajura",53,,,226,,,121,
,,"MIDC, Tadali",45,,,220,,,115,
,,"Muncipal Council, Ballarshah",63,,,270,,,157,
,Dombivali,Dombivali MIDC Phase-II,29,,,130,,,68,
,Jalgaon,B. J. Market,34,,,90,,,52,
,,Girna water tank,35,,,89,,,50,
,,MIDC Jalgaon,34,,,92,,,53,
,Jalna,"Bachat Bhawan, Near S P Office",43,,,102,,,79,
,,"Krishidhan Seeds Ltd, MIDC Area",43,,,99,,,85,
,Kolhapur,"University Campus, Shivaji University",26,,,99,,,67,
,,"Ruikar Trust, S.T. Stand",64,,,156,,,107,
,,"Mahadwar Road, Near Mahalaxmi Temple",47,,,131,,,86,
,Latur,MIDC Water Works,36,,,94,,,58,
,,Kshewraj Vidyalaya Shyam nagar,36,,,89,,,57,
,,Sidhheshwar Sahakari Bank Ganjgolai,31,,,94,,,58,
,Nagpur,Institution of Engineers,36,,,180,,,101,
,,"Govt. Polytechnic College, Sadar",44,,,359,,,107,
,,MIDC Office Hingana Road,41,,,192,,,104,
,,"MPCB Office Premises, Civil Lines",24,,,145,,,61,
,Nashik,R.T.O. Colony Tank,15,,,87,,,39,
,,"VIP Industrial Area, MIDC Satpura",16,,,64,,,38,
,,Nashik Municipal Council Building,16,,,92,,,38,
,,"MPCB Sub R.O. Udyog Bhawan, Nashik",14,,,66,,,38,
,Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",40,,,70,,,53,
,,"Dr. D.Y. Patil College, Nerul, TTC",35,,,57,,,45,
,,"MPCB Lab, Mhape, TTC",38,,,69,,,54,
,,CIDCO Nodal Office Kharghar,32,,,63,,,45,
,,"Water Pump House, Panvel, Taloja",32,,,58,,,45,
,,"MIDC Collom Facility Building, Taloja",37,,,78,,,56,
,Pimpri-Chinchwad,"Bank of Baroda Builing, Near M.C Builiding",11,,,265,,,83,
,Pune,"Maratha Chamber of commerce, Bhosari",13,,,218,,,91,
,,State Electricity Board BLDG Nalstop,23,,,277,,,102,
,,Swargate Police Chawki,40,,,836,,,125,
,Sangli,"Udyog bhavan / SRO, MPCB Sangli",11,,,204,,,64,
,,Sangli- Miraj Primary school Building,13,,,236,,,75,
,,Krishna Valley School,15,,,286,,,75,
,Solapur,WIT Campus,9,,,125,,,60,
,,Voronoko School / Chitale Clinic,9,,,115,,,59,
,Thane,"Maternity Hospital, Dhobighat, Thane East",35,,,230,,,86,
,,"Shahu Market,Naupada, Thane West",31,,,227,,,78,
,,"Kolshet and Balkum, Thane West",31,,,222,,,85,
,Ulhasnagar,Smt. C. H. M. College Campus,25,,,115,,,63,
,,"Octroi Naka, Pawai-Chowk, Vithalwadi",21,,,130,,,65,
Manipur,Imphal,Secretariat Building,40,,,229,,,137,
Meghalaya,Byrnihat,"EPIP, Ri-Bhoi district",48,,,179,,,113,
,Dawki,"Terrace building, Jaintia Hills District",14,,,46,,,29,
,Khliehriat,"O/o BDO, C & R.D. Block-Khliehriat",22,,,54,,,37,
,Nongstoin,"Office Premises of E.E, PHED",16,,,36,,,31,
,Shillong,"Boards Office Permises, Lumpyngngad",15,,,44,,,30,
,,State Tuberculosis Hospital,18,,,91,,,51,
,,"Forest Rest House, Polo Hills",18,,,47,,,36,
,,"41/2 mile, Mylliem Range Office",20,,,53,,,35,
,Tura,"PHED, Araimille, West Garo Hills District",26,,,43,,,33,
,Umiam / Umsning,"Umiam Industrial Complex, Ri-Bhoi
District",28,,,105,,,72,
Mizoram,Aizawl,"Khatla, M.G-Road, Mizoram SPCB",9,,,134,,,35,
,,Laipuitlang,13,,,33,,,20,
,,Bawngkawn,12,,,67,,,35,
,,"Dawrpui Y.M.A, Building, Dawrpui",16,,,123,,,46,
,,"Lengpui Airport, Model Veng, Lengpui",6,,,111,,,31,
,Champhai,"D.T.O Office Building, Kahrawt veng",10,,,24,,,17,
,,"Lalzidinga building, Vengthlang",12,,,43,,,27,
,Kolasib,"H. Lalthuama Building, Project Veng",5,,,26,,,14,
,,"Synod Bookroom, Building Diakkawn",13,,,89,,,24,
,Lunglei,"Thangkhuma Building, Salem Veng",4,,,23,,,8,
,,"K.Lalliantluanga, Chanmari I, Lunglei",5,,,87,,,11,
Nagaland,Dimapur,Bank Colony,25,,,179,,,83,
,,Dhobinala,23,,,173,,,88,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM10 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,,"Signal point, Dimapur, Nagaland SPCB",22,,,123,,,68,
,,"House no-288, Tenyiphe-I,
Chumukiedima, Dimapur",21,,,154,,,74,
,,"Vidya Bhawan School, Lane 17, Nagarjan,
Kuda Village, Dimapur",10,,,159,,,58,
,,"House no 24, Near community Hall, Viola
colony, Dimapur",14,,,132,,,60,
,,"ERJO Motors, Burma Camp, Dimapur",49,,,260,,,117,
,Kohima,Opposite NST Office,31,,,189,,,77,
,,Opposite War Cemetery,45,,,185,,,95,
Odisha,Angul,Industrial Estate,44,,,132,,,85,
,,NALCO Township,46,,,158,,,91,
,Balasore,Sahadevkhunta,25,,,96,,,76,
,,DIC office,42,,,96,,,74,
,,Rasalpur near Balgopalpur I/A,26,,,100,,,85,
,Berhampur,Regional Office Orissa SPCB,15,,,79,,,53,
,Rourkela,IRC Village,26,,,157,,,75,
,,Office Premises Bhubaneswar,46,,,198,,,96,
,,"Patrapara, Khandagiri",35,,,160,,,75,
,,Chandrashekharpur,37,,,144,,,75,
,Bonaigarh,"Govt. Hospital Bonai At/Po/PS-Bonai Dist-
Sudargarh",43,,,156,,,85,
,Cuttack,P.H.D Office Barabati,40,,,183,,,96,
,,"R.O. Cuttack Office, Surya Vihar",43,,,159,,,88,
,Jharsuguda,R.O. Building Cox colony,40,,,125,,,86,
,,"TRL Colony, M/s. TRL Krosaki Refractories
Ltd. PO: Bhepahar,",58,,,120,,,90,
,Kalinga Nagar,Over the Guest House of M/s NINL,65,,,192,,,115,
,,RO Office Building,55,,,194,,,109,
,Konark,Konark Police Station,30,,,133,,,60,
,Paradeep,On roof of PPT Staff Quarter,58,,,222,,,124,
,,On roof of PPL Gueest,34,,,368,,,123,
,Puri,Town Police Station,31,,,124,,,71,
,Rajgangpur,"DISIR, Rajgangpur",46,,,178,,,92,
,Rayagada,Regional Office Orissa SPCB,29,,,98,,,63,
,,"LPS High School, Jaykaypur",27,,,99,,,66,
,Rourkela,"Regional Office, ORPB",25,,,185,,,76,
,,Kalunga Industrial Estate,41,,,262,,,113,
,,"IDL Police Out-post, Sonaparbat",40,,,108,,,73,
,,"Kuarmunda, Sundergarh",32,,,206,,,95,
,Sambalpur,"Filter Plant, PHD Office, Modipara",26,,,177,,,67,
,Talcher,Coal Field Area,44,,,171,,,98,
,,T.T.P.S.Colony,48,,,197,,,90,
Puducherry,Karaikal,"B.Ed College (PKCE), Nehru Nagar",10,,,92,,,33,
,,"Govt. Tourist Home, Kovilpathu",11,,,130,,,41,
,,"M/s Puducherry Power Corporation
Limited, Polagam, T.R. Pattinam,",11,,,94,,,33,
,Puducherry,"DSTC Office Upstairs, PHB 3rd Floor,
AnnaNagar",8,,,64,,,34,
,,PIPDIC Ind. Estate Mettupalayam,11,,,65,,,38,
,,Chamber Of Commerce,10,,,63,,,29,
,Amritsar,"R.O. Focal Point (earlier Nagina soap
factory)",53,,,274,,,164,
,,"Vinod Chilling Center / Kochar Bhavan
(earlier A-1,Platers)",51,,,379,,,168,
,Aspal Khurd (Tapa),"Vill:Aspal Khurd, Teh:Tapa",44,,,224,,,116,
,Bara Pind (Goraya),"Vill:Bara Pind, Teh:Goraya",23,,,265,,,94,
,Bhatinda,"Bathinda Milk Producers, Dabwali Road",56,,,231,,,114,
,Binjon (Garshankar),"CHC, Vill:Binjon, Teh: Garshankar",52,,,194,,,118,
,Bishanpura (Payal),"Longowalia Yarns (Unit-II), Vill-
Bishanpura, Teh: Payal",45,,,353,,,142,
,Changal (Sangrur),"Mastuana Sahib, Vill:Changal, Teh:Sangrur",30,,,222,,,115,
,Dera Baba Nanak,C-PYTE Building,17,,,126,,,68,
,Dera Bassi,"Punjab Chem and Crop Protection,
Bhanakarpur Rd",59,,,142,,,103,
,,"Winsome Yarns Ltd., Barwala Road",58,,,136,,,101,
,Fatehpur (Samana),"Baba Banda Singh Bahadur College,
Vill:Fatehpur, Teh:Samana",48,,,158,,,98,
,Gobindgarh,"Modi Oil and General Mills, Mandi",53,,,159,,,109,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM10 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,,"Raj Steel Rolling Mills, Mandi",59,,,180,,,109,
,,"United Rolling Mills, Mandi Gobindgarh",65,,,156,,,110,
,"Guru Ki Dhab
(Kotkapura)","Vil:Guru Ki Dhab / Basti Himmatpura,
Teh:Kotkapura",67,,,220,,,125,
,Jaito Sarja (Batala),"Royal Nursing College, Vill: Jaito Sarja,
Teh: Batala",31,,,154,,,78,
,Jalandhar,Municipal Council Tubewell No. 27,91,,,472,,,187,
,,Regional Office,85,,,451,,,187,
,,"Punjab Maltex , Kapurthala Road",44,,,459,,,132,
,,Focal Point,84,,,255,,,156,
,Kharaori (Sirhind),"Vill:Kharaori, Teh:Sirhind",57,,,169,,,99,
,Kotladoom (Ajnala),"Satyam College, Ramtirath Road, Vill:
Kotladoom, Teh: Ajnala",27,,,214,,,89,
,Ludhiana,Bharat Nagar Chowk / RO Gill Road,73,,,317,,,139,
,,"Nahar Spining Mlls, Dholewal Chawk",88,,,343,,,152,
,,"Ludhiana Coop. Milk Producer, Ferozpur
Rd",42,,,549,,,133,
,,"PPCB Office Building, Vishavkarma Chowk",76,,,684,,,221,
,"Mukandpur
(Nawashahar)","Govt. Senior Sec. School, Vill:Mukandpur,
Teh:Nawashahar",66,,,292,,,119,
,Mureedke (Batala),"Johal Farm, Vill: Mureedke, Teh: Batala",34,,,177,,,83,
,"Naudhrani
(Malerkotla)","Vill:Naudhrani, Teh:Malerkotla",34,,,212,,,111,
,Naya Nangal,Punjab Alkalis & Chemicals Ltd,52,,,134,,,99,
,,"M/s NFL Guest House,Naya Nangal",44,,,162,,,100,
,Patiala,"Ceylon Industries, Factory Area, Patiala",61,,,177,,,103,
,,"Fire Brigade Station, Bahera Road, Patiala",58,,,135,,,98,
,Qila Bharian (Sangrur),"Gurdwara Gangsar Sahib, Vill:Qila Bharian,
Teh:Sangrur",27,,,256,,,105,
,Rakhra (Patiala),"Shree Ganesh Group of Institute,
Vill:Rakhra, The:Patiala",51,,,179,,,102,
,Rohila (Samrala),"Gopimal Kaur Sain Industries Pvt. Ltd,
Vil:Rohila, Teh:Samrala",52,,,629,,,151,
,Tirathpur (Amritsar I),"United ITI, Vill: Tirathpur, Teh:Amritsar I
(earlier Sriguru Harkishan Public
School,Rasulpur Kalan)",20,,,228,,,98,
Rajasthan,Alwar,Rajasthan State Pollution Control Board,77,,,260,,,148,
,,Gaurav Solvex Ltd. MIA,85,,,291,,,182,
,,"RIICO Pump House, MIA",85,,,250,,,157,
,Bharatpur,Khadi Gramoday Samiti,55,,,466,,,190,
,,RIICO office Building,59,,,393,,,175,
,,"RO, Building",41,,,395,,,156,
,Bhiwadi,R.O.Building,66,,,473,,,203,
,,UIT Guest House,82,,,322,,,183,
,,Uttam Strips Ltd,77,,,369,,,179,
,Chittorgarh,"Regional Office building, RSPCB, Near FCI
Godown, Chnaderiya",29,,,246,,,130,
,,"Veterinary Hospital, Meeranagar",31,,,205,,,110,
,,"PHED Pump House, Segawa",19,,,172,,,87,
,Jaipur,Ajmeri Gate,57,,,308,,,145,
,,"RJPB Office,Jhalana Doongari",57,,,308,,,145,
,,"District Education Officer, Chandpole",56,,,290,,,136,
,,"RIICO Office, M.I.A.",40,,,188,,,92,
,,"RSPCB, Vidyadhar Nagar",62,,,289,,,151,
,,VKIA,61,,,362,,,165,
,,"22,Godam, RIICO Office",23,,,226,,,118,
,,Mansarovar Nagar Niigam,53,,,257,,,107,
,,RIICO Office Sitapura Industrial Area,92,,,195,,,131,
,Jodhpur,"DIC Office, Industrial Estate",28,,,478,,,150,
,,Sojati Gate,44,,,481,,,178,
,,"Basni Industrial Area, RIICO Office",23,,,290,,,142,
,,Maha Mandir Police Thane,32,,,370,,,146,
,,"Office of Housing Board, Chopasani Road",34,,,457,,,154,
,,Shastri Nagar Police Thana,26,,,239,,,131,
,,Kudi Mahila Thana,35,,,571,,,200,
,,Sangariya Police Choki,54,,,535,,,211,
,,SoorsagarThana,32,,,463,,,131,
,Kota,"Regional Office, RJPB, Anantpura",50,,,265,,,139,
,,Municipal Corporation Building,38,,,221,,,111,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM10 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,,Samcore Glass Ltd.,41,,,262,,,103,
,,FireStation Nagar Nigam Shrinathpuram,28,,,163,,,84,
,,"RajasthanTechnical
University,Rawatbhata",27,,,197,,,85,
,Udaipur,Ambamata,59,,,219,,,139,
,,Town Hall,76,,,210,,,141,
,,"Regional Office,MIA",70,,,225,,,138,
Sikkim,Chungthang,Chungthang,9,,,25,,,18,
,Gangtok,"White Hall Complex, Tasi view point",19,,,80,,,43,
,Mangan,Mangan Police Station,8,,,57,,,29,
,Namchi,Namchi,8,,,46,,,28,
,Pelling,The Pelling Girls Hostel,8,,,38,,,20,
,Rangpo,Rangpo Fire Station,21,,,85,,,53,
,Ravangla,Ravangla Range Office,10,,,37,,,22,
,Singtam,Police Station Building,26,,,56,,,41,
Tamilnadu,Chennai,"Govt. High School, Manali",28,,,82,,,54,
,,Kathivakkam,23,,,85,,,50,
,,Thiruvottiyur,25,,,88,,,50,
,,Adiyar,24,,,79,,,45,
,,Kilpauk,26,,,78,,,46,
,,Thiyagaraya Nagar,29,,,93,,,58,
,,Nunbakgum,28,,,83,,,48,
,,Anna Nagar,26,,,96,,,54,
,Coimbatore,"Poniarajapuram, On the top of DEL",17,,,103,,,45,
,,G.D.Matric Hr.Sec.School,18,,,168,,,59,
,,"SIDCO Office, Coimbatore/ Kurichi",18,,,113,,,51,
,Cuddalore,Eachangadu Village,34,,,60,,,51,
,,SIPCOT (Project Office),33,,,66,,,48,
,,"DEE Office, Cuddalore",36,,,90,,,61,
,Madurai,Highway (Project -I) Building,29,,,80,,,54,
,,Fenner (I) Ltd. Kochadai,29,,,71,,,60,
,,Kunnathur Chatram Avvai Girls HS School,16,,,76,,,57,
,Mettur,Raman Nagar,24,,,75,,,35,
,,SIDCO,18,,,60,,,40,
,Salem,Sowdeswari College Building,21,,,128,,,40,
,Trichy,Gandhi Market,12,,,60,,,36,
,,Main Guard Gate,23,,,87,,,54,
,,Bishop Heber College,12,,,71,,,35,
,,Golden Rock,12,,,71,,,35,
,,Central Bus Stand,10,,,78,,,45,
,Tuticorin,"Fisheries College, Tuticorin Sipcot",30,,,106,,,73,
,,Raja Agencies,42,,,124,,,73,
,,AVM Jewellery Building,42,,,124,,,73,
Telangana,Adilabad,"Building of SCCL Manadamarri Club
Mandamarri, Mancherial",50,,,90,,,74,
,Hyderabad,Balanagar,14,,,250,,,110,
,,"Uppal, Modern Foods & Industries IDA",17,,,212,,,96,
,,Jublee Hills,34,,,164,,,83,
,,Paradise,25,,,181,,,85,
,,Charminar,33,,,196,,,93,
,,Zoo Park,11,,,215,,,103,
,,"Jeedimetla Industrial Estate, Rangareddy
Distt.",38,,,207,,,114,
,Karimnagar,"On the terrace of the DIC building,
Karimnagar",31,,,200,,,109,
,Khammam,CER Club Khamam,8,,,152,,,71,
,,Jalasoudha building,16,,,139,,,65,
,Kothur,Mehaboobnagar,27,,,321,,,118,
,Nalgonda,AP PCB Nalgonda,29,,,74,,,51,
,,"M/s. Srini Pharmaceuticals pvt.
Ltd.Choutuppal (V & M)",32,,,92,,,58,
,Nizamabad,"subashnagar,nizamabad dist",46,,,78,,,62,
,Patencheru,"Police Station, Medak, Ramachadrapuram",47,,,130,,,80,
,Ramagundam,"Godavarikhani, Ramagundam, Karimnagar",14,,,169,,,79,
,Sangareddy,Pashamylaram/Municipal Office,9,,,253,,,86,
,,Regional office Building of SANGAREDDY,38,,,98,,,65,
,,"M/s. Mylan Industries, Gaddapothara",51,,,131,,,80,
,Warangal,"KUDA Office, Hanumakonda",12,,,99,,,58,
,,"Mee-Seva Building ,Municipal Complex",15,,,189,,,70,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM10 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
Tripura,Agartala,"SPCB, Pavivesh Bhawan, Pandit Nehru
Complex, Gorkhabasti, Kunjaban",10,,,264,,,67,
,,"Bordowali Bipani Bitan, Agartala MC,
Bordowali, Near Nagerjala",75,,,211,,,124,
Uttar Pradesh,Agra,"Regional Office, Bodla",40,,,534,,,152,
,,Nunhai,57,,,489,,,194,
,,Taj Mahal,11,,,576,,,163,
,,DIC Nunhai,42,,,662,,,211,
,,Etmad-uddaulah,25,,,522,,,175,
,,Rambagh,21,,,399,,,149,
,Allahabad,Square crossing circle of Laxmi Talkies,104,,,453,,,211,
,,Bharat Yantra Nigam Ltd,72,,,385,,,176,
,,Alopibagh/Sewage Pumping Stations,81,,,316,,,188,
,,Jhonstonganj/co-operative Bank,63,,,227,,,139,
,,Rambagh/Parag Dairy,73,,,282,,,185,
,Anpara,"Anpara Colony, Sonabhadra",48,,,229,,,151,
,,"Renusagar Colony, Sonabhadra",51,,,221,,,142,
,Baghpat,"Sarvodaya Hospital, Tatiri Merrut,
Baghpat Road",52,,,696,,,196,
,,"Weavetex Overseas Hostel, Khekra,
Baghpat",52,,,673,,,188,
,Bareily,IVRI Izatnaga,38,,,435,,,133,
,,"Indian oetrol pump, Civil Line",43,,,598,,,218,
,Firozabad,Center for Development of Glass Industry,59,,,374,,,183,
,,Tilak Nagar,49,,,366,,,182,
,,Raza ka Tal,51,,,338,,,176,
,Gajraula,"Raunaq Auto Ltd, J.P. Nagar",41,,,439,,,161,
,,"Indira Chowk, J.P. Nagar",42,,,459,,,169,
,Ghaziabad,"Atlas Cycles Industries, Sahibabad Ind.
area",35,,,489,,,201,
,,Bulandshaar Road Industrial Area,55,,,596,,,217,
,,"Khora Colony, Ghaziabad",60,,,664,,,199,
,,"Vinoba Bhave Park, Lohia Nagar,
Ghaziabad",56,,,614,,,195,
,Gorakpur,"M. M.M. Engineering College, Gorakhpur",13,,,314,,,111,
,,"India Glycol Ltd. Gida, Gorakhpur",63,,,365,,,253,
,,"Jalkal, Muncipal Corporation, Golghar",43,,,338,,,178,
,Greater Noida,"Holland Tractor, Greater Noida",61,,,649,,,224,
,,"Honda Power, Greater Noida",57,,,686,,,209,
